"";"sku_item_set";"supplier_product_number";"supplier_product_name";"quantity";"supplier";"npp";"supplier_currency";"ppp";"ppp_original";"net_weight";"supplier_ean";"customs_id";"inbound_transport_costs";"payment_days";"eco_tax_incl_ppp";"quantity_supplier_product";"eco_mobilier_code";"eco-tax_amount";"ignore_line"
"";"DE16RDC05-120-A";"4343514";"DWL Kammer Kerzenhalter, klar";"1";"Rosendahl";"13.90";"EUR";"13.90";"13.90";"540";"5706422911133";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-121-A";"4343519";"DWL Kerzenteller, 24 cm";"1";"Rosendahl";"24.34";"EUR";"24.34";"24.34";"750";"";"";"0";"60";"";"";"";"";"1"
"";"DE16RDC05-122-A";"4343522";"DWL Blockkerzenhalter, klar, 17 cm";"1";"Rosendahl";"13.90";"EUR";"13.90";"13.90";"690";"5705140356653";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-123-A";"4343523";"DWL Blockkerzenhalter, klar, 19 cm";"1";"Rosendahl";"13.90";"EUR";"13.90";"13.90";"580";"5709513243571";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-124-A";"4343551";"DWL Kalenderkerze, 5 cm";"1";"Rosendahl";"4.51";"EUR";"4.51";"4.51";"290";"5706422999346";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-125-A";"4343552";"DWL Kalenderkerze, 7 cm";"1";"Rosendahl";"5.55";"EUR";"5.55";"5.55";"670";"5706422999353";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-126-A";"4343700";"Urania, klar";"1";"Rosendahl";"46.98";"EUR";"46.98";"46.98";"720";"5706422999322";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-127-A";"4343701";"Urania, smoke";"1";"Rosendahl";"51.85";"EUR";"51.85";"51.85";"720";"5706422999223";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-128-A";"4343820";"Gaia Gewächshaus, 9 cm";"1";"Rosendahl";"13.90";"EUR";"13.90";"13.90";"400";"5705140257530";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-129-A";"4343822";"Gaia Gewächshaus, 14 cm";"1";"Rosendahl";"24.34";"EUR";"24.34";"24.34";"750";"5705140257547";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-130-A";"4343823";"Gaia Gewächshaus, 21,5 cm";"1";"Rosendahl";"33.04";"EUR";"33.04";"33.04";"1600";"5705140257554";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-131-A";"4343410";"Palet Aufbewahrungsglas, 2,0 l, Blau";"1";"Rosendahl";"26.43";"EUR";"26.43";"26.43";"1200";"5706422025427";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-132-A";"4343409";"Palet Aufbewahrungsglas, 1,2 l, Braun";"1";"Rosendahl";"24.34";"EUR";"24.34";"24.34";"1100";"5706422025373";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-133-A";"4343408";"Palet Aufbewahrungsglas, 0,7 l, Grün";"1";"Rosendahl";"17.38";"EUR";"17.38";"17.38";"600";"5706422025366";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-134-A";"4343407";"Palet Aufbewahrungsglas, 0,5 l, Gelb";"1";"Rosendahl";"15.99";"EUR";"15.99";"15.99";"500";"5706422025359";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-135-A";"4343406";"Palet Aufbewahrungsglas, 0,35 l, Orange";"1";"Rosendahl";"13.90";"EUR";"13.90";"13.90";"240";"5706422025342";"";"0";"60";"";"";"";"";"0"
"";"DE16RDC05-136-A";"4343413";"Palet Salzmühle";"1";"Rosendahl";"19.12";"EUR";"19.12";"19.12";"300";"5705140257929";"";"0";"60";"";"";"";"";"0"
